,Repository Information,,,Author Information,,,,,,,,,,,Literary Text Information,,,,Information about the Fiction,,,,,,
Mueller-Guttenbrunn_Adam_Die_schoene_Lotti_Nach_dem_Konzert.txt,554,0,gutenberg,Adam,Müller,Adam Müller ,Franz Josef Gerhold,Adam Müller-Guttenbrunn,Österreich,1852,1923,male,"Geb. in Guttenbrunn im Banat, gest. in Wien; deutsch-österreichischer Schriftsteller, Journalist, Bühnenautor, Theaterdirektor, Kritiker und Nationalrat; Integrationsfigur und Hauptvertreter der Literatur der Donauschwaben, sein Werk ist im antisemitisch-deutschnationalen Umfeld zu sehen",118585339,Nach dem Konzert,Mueller-Guttenbrunn_Adam_Die_schoene_Lotti_Nach_dem_Konzert.txt,1920,Erzählung,ja,Schule für Mädchen,ja,Wien,Österreich,2831,2493
Mueller-Guttenbrunn_Adam_Die_schoene_Lotti_Sidonie.txt,555,0,gutenberg,Adam,Müller,Adam Müller ,Franz Josef Gerhold,Adam Müller-Guttenbrunn,Österreich,1852,1923,male,"Geb. in Guttenbrunn im Banat, gest. in Wien; deutsch-österreichischer Schriftsteller, Journalist, Bühnenautor, Theaterdirektor, Kritiker und Nationalrat; Integrationsfigur und Hauptvertreter der Literatur der Donauschwaben, sein Werk ist im antisemitisch-deutschnationalen Umfeld zu sehen",118585339,Sidonie,Mueller-Guttenbrunn_Adam_Die_schoene_Lotti_Sidonie.txt,1920,Erzählung,ja,In den Wiener Musikvereinssälen gab man ein italienisches Kostümfest.  Dazu ertönten Straußsche Melodien,ja,Wien,Österreich,4984,4350
Mueller-Guttenbrunn_Adam_Die_schoene_Lotti_Wenns_die_Muetter_eilig_haben.txt,556,0,gutenberg,Adam,Müller,Adam Müller ,Franz Josef Gerhold,Adam Müller-Guttenbrunn,Österreich,1852,1923,male,"Geb. in Guttenbrunn im Banat, gest. in Wien; deutsch-österreichischer Schriftsteller, Journalist, Bühnenautor, Theaterdirektor, Kritiker und Nationalrat; Integrationsfigur und Hauptvertreter der Literatur der Donauschwaben, sein Werk ist im antisemitisch-deutschnationalen Umfeld zu sehen",118585339,Wenn's die Mütter eilig haben,Mueller-Guttenbrunn_Adam_Die_schoene_Lotti_Wenns_die_Muetter_eilig_haben.txt,1920,Erzählung,ja,"Zeitung, der Kanarienvogel meiner Nachbarin, einer dunkeläugigen Witwe",ja,"Wien, Ringstraße",Österreich,4413,3847
Mueller-Guttenbrunn_Adam_Meister_Jakob.txt,557,0,gutenberg,Adam,Müller,Adam Müller ,Franz Josef Gerhold,Adam Müller-Guttenbrunn,Österreich,1852,1923,male,"Geb. in Guttenbrunn im Banat, gest. in Wien; deutsch-österreichischer Schriftsteller, Journalist, Bühnenautor, Theaterdirektor, Kritiker und Nationalrat; Integrationsfigur und Hauptvertreter der Literatur der Donauschwaben, sein Werk ist im antisemitisch-deutschnationalen Umfeld zu sehen",118585339,Meister Jakob und seine Kinder,Mueller-Guttenbrunn_Adam_Meister_Jakob.txt,1917,Roman,ja,Eisenbahn,ja,"Bezirk, Kreisstadt, Preußen, Deutschland",Deutschland,100420,86832
Mueller-Partenkirchen_Fritz_Kramer_Friemann.txt,558,1505,gutenberg,Fritz,Müller,Fritz Müller,-,Fritz Müller-Partenkirchen,Deutschland ,1875,1942,male,"geb. in München, gest. in Hundham; deutscher Schriftsteller; unterschrieb im Oktober 1933 zusammen mit 87 anderen Schriftstellern das Gelöbnis treuester Gefolgschaft für Adolf Hitler",118737732,Kramer und Friemann,Mueller-Partenkirchen_Fritz_Kramer_Friemann.txt,1920,Erzählung,ja,"Zigarrenlager,Eisenbahnen,  elektrische Knistern, Benzin ",ja,"in der Sporergasse, Bremen, Hamburg",Deutschland,92475,77820
Musil_Robert_Die_Verwirrungen_des_Zoeglings.txt,559,0,gutenberg,Robert,Musil,Robert Musil,-,Robert Musil,Österreich,1880,1942,male,"in Klagenfurt, Österreich geboren und starb in Genf; österreichischer Schriftsteller und Theaterkritiker; Musils Werk umfasst Novellen, Dramen, Essays, Kritiken und zwei Romane",118585916,Die Verwirrungen des Zöglings Törleß,Musil_Robert_Die_Verwirrungen_des_Zoeglings.txt,1906,Roman,ja,Bahnhof,ja,"Köln, Schiller, Gymnasium",Deutschland,60867,52736
Niemann_August_Frauenliebe.txt,560,1508,gutenberg,August Wilhelm Otto,Niemann,August Wilhelm Otto Niemann,A. Ferrari,August Niemann,Deutschland ,1839,1919,male,"geb. in Hannover, gest. in Dresden; deutscher Schriftsteller, Hauptmann, Redakteur, und Privatlehrer; militärische Schriften, Romane und Jugendschriften",117001783,Frauenliebe,Niemann_August_Frauenliebe.txt,1889,Novelle,ja,am Nachmittag zum Bahnhof,ja,"ich bin auf dem Wege, sie wieder nach Hamburg zurückzuholen",Deutschland,21205,18292
Niese_Charlotte_Als_der_Mond.txt,561,1509,gutenberg,Charlotte,Niese,Charlotte Niese,Lucian Bürger,Charlotte Niese,Deutschland,1851,1935,female,"geb. in Burg/Fehmarn; gest. in Altona-Ottensen; deutsche Schriftstellerin, Heimatdichterin und Lehrerin; engagierte sich für die Verbesserung der Bildungs- und Berufschancen von Frauen",117016659,Als der Mond in Dorothees Zimmer schien,Niese_Charlotte_Als_der_Mond.txt,1917,Erzählung,ja,"Napoleon,  hatte nach Frankreich zurückkehren dürfen und bekleidete jetzt ein großes Amt unter dem Kaiser Napoleon",ja,hatte sich nach Hamburg versetzen lassen,Deutschland,24657,21352
Niese_Charlotte_Der_verrueckte_Flinsheim.txt,562,1512,gutenberg,Charlotte,Niese,Charlotte Niese,Lucian Bürger,Charlotte Niese,Deutschland,1851,1935,female,"geb. in Burg/Fehmarn; gest. in Altona-Ottensen; deutsche Schriftstellerin, Heimatdichterin und Lehrerin; engagierte sich für die Verbesserung der Bildungs- und Berufschancen von Frauen",117016659,Der verrückte Flinsheim,Niese_Charlotte_Der_verrueckte_Flinsheim.txt,1914,Novelle,ja,Telegraphieren,ja,"eine kleine Inschrift, einige deutsch, andre friesisch",Deutschland,14461,12549
Niese_Charlotte_Die_erste_Liebe.txt,563,1513,gutenberg,Charlotte,Niese,Charlotte Niese,Lucian Bürger,Charlotte Niese,Deutschland,1851,1935,female,"geb. in Burg/Fehmarn; gest. in Altona-Ottensen; deutsche Schriftstellerin, Heimatdichterin und Lehrerin; engagierte sich für die Verbesserung der Bildungs- und Berufschancen von Frauen",117016659,Die erste Liebe,Niese_Charlotte_Die_erste_Liebe.txt,1896,Erzählung,ja,rauchte Zigarren,ja,"der Baron und die Baronin Ravenstein, Bremen, Lübeck, Ravenstein",Deutschland,19161,16549
Niese_Charlotte_Die_falschen_Weihnachtsbaeume.txt,564,1514,gutenberg,Charlotte,Niese,Charlotte Niese,Lucian Bürger,Charlotte Niese,Deutschland,1851,1935,female,"geb. in Burg/Fehmarn; gest. in Altona-Ottensen; deutsche Schriftstellerin, Heimatdichterin und Lehrerin; engagierte sich für die Verbesserung der Bildungs- und Berufschancen von Frauen",117016659,Die falschen Weihnachtsbäume,Niese_Charlotte_Die_falschen_Weihnachtsbaeume.txt,1920,Novelle,ja,Fabrik,ja,Westpreußen,Deutschland,6947,6047
Niese_Charlotte_Es_war_gut_so.txt,565,1515,gutenberg,Charlotte,Niese,Charlotte Niese,Lucian Bürger,Charlotte Niese,Deutschland,1851,1935,female,"geb. in Burg/Fehmarn; gest. in Altona-Ottensen; deutsche Schriftstellerin, Heimatdichterin und Lehrerin; engagierte sich für die Verbesserung der Bildungs- und Berufschancen von Frauen",117016659,Es war gut so,Niese_Charlotte_Es_war_gut_so.txt,1910,Novelle,ja,Kaiser,ja,"ganz gut, dann bringt dir der Weihnachtsmann vielleicht etwas zum Anziehen",Deutschland,4977,4309
Niese_Charlotte_Geschichten_aus_Corisande_Corisande.txt,566,1516,gutenberg,Charlotte,Niese,Charlotte Niese,Lucian Bürger,Charlotte Niese,Deutschland,1851,1935,female,"geb. in Burg/Fehmarn; gest. in Altona-Ottensen; deutsche Schriftstellerin, Heimatdichterin und Lehrerin; engagierte sich für die Verbesserung der Bildungs- und Berufschancen von Frauen",117016659,Corisande,Niese_Charlotte_Geschichten_aus_Corisande_Corisande.txt,1896,Erzählung,ja,Champagner,ja,österreichisch,Österreich,8237,7063
Niese_Charlotte_Geschichten_aus_Corisande_Der_langweilige_Kammerherr.txt,567,1517,gutenberg,Charlotte,Niese,Charlotte Niese,Lucian Bürger,Charlotte Niese,Deutschland,1851,1935,female,"geb. in Burg/Fehmarn; gest. in Altona-Ottensen; deutsche Schriftstellerin, Heimatdichterin und Lehrerin; engagierte sich für die Verbesserung der Bildungs- und Berufschancen von Frauen",117016659,Der langweilige Kammerherr,Niese_Charlotte_Geschichten_aus_Corisande_Der_langweilige_Kammerherr.txt,1896,Erzählung,ja,Franzosenkaiser,ja,"die Oldenburgische Familje, Ascheberg, Plön, Oldenburg",Deutschland,11624,10190
Niese_Charlotte_Geschichten_aus_Corisande_Die_Geschichte_des_Etatsrats.txt,568,1518,gutenberg,Charlotte,Niese,Charlotte Niese,Lucian Bürger,Charlotte Niese,Deutschland,1851,1935,female,"geb. in Burg/Fehmarn; gest. in Altona-Ottensen; deutsche Schriftstellerin, Heimatdichterin und Lehrerin; engagierte sich für die Verbesserung der Bildungs- und Berufschancen von Frauen",117016659,Die Geschichte des Etatsrats,Niese_Charlotte_Geschichten_aus_Corisande_Die_Geschichte_des_Etatsrats.txt,1896,Erzählung,ja,"Zeitschrift, Primaner",ja,"der Stadt Osterburg, Flensburg",Deutschland ,7103,6175
Niese_Charlotte_Reifezeit.txt,569,1520,gutenberg,Charlotte,Niese,Charlotte Niese,Lucian Bürger,Charlotte Niese,Deutschland,1851,1935,female,"geb. in Burg/Fehmarn; gest. in Altona-Ottensen; deutsche Schriftstellerin, Heimatdichterin und Lehrerin; engagierte sich für die Verbesserung der Bildungs- und Berufschancen von Frauen",117016659,Reifezeit,Niese_Charlotte_Reifezeit.txt,1908,Erzählung,ja,Bahnhof,ja,dabei geht er ein paarmal im Jahre nach Berlin,Deutschland,38209,32950
Niese_Charlotte_Unsere_Krischane.txt,570,0,gartenlaube,Charlotte,Niese,Charlotte Niese,Lucian Bürger,Charlotte Niese,Deutschland,1851,1935,female,"geb. in Burg/Fehmarn; gest. in Altona-Ottensen; deutsche Schriftstellerin, Heimatdichterin und Lehrerin; engagierte sich für die Verbesserung der Bildungs- und Berufschancen von Frauen",117016659,Unsere Krischane,Niese_Charlotte_Unsere_Krischane.txt,1897,NA,ja,Eisenbahn,ja,eine Stadt bei Intzehoe in Holsten,Deutschland ,17524,15386
Noe_Heinrich_Jagdmuehen_im_bairischen_Hochlande.txt,571,0,gartenlaube,Heinrich August,Noë,Heinrich Noë,Heinrich August Noë,Heinrich Noë,Deutschland,1835,1896,male,"geb. in München, gest. in Bozen; deutscher Schriftsteller (Reise-Sachbücher und Romane)",119074079,Jagdmühen im bairischen Hochlande,Noe_Heinrich_Jagdmuehen_im_bairischen_Hochlande.txt,1865,NA,ja,"Der verstorbene König von Baiern, ein leidenschaftlicher Gemsenjäger, ließ sich zu seiner Bequemlichkeit an und auf vielen Bergen des Hochlandes solche Steige ebenen",ja,"bairischen, die Nähe Berchtesgadens",Deutschland ,3683,3239
Oelschlaeger_Hermann_Klytia.txt,572,0,gartenlaube,Hermann,Oelschläger,Hermann Oelschläger,-,Hermann Oelschläger,Deutschland ,1839,1908,male,"geb. in Schweinfurt, gest. in München; deutscher Schriftsteller",117105104,Klytia,Oelschlaeger_Hermann_Klytia.txt,1879,NA,ja,Cigarre,ja,bairische Hochebene ,Deutschland ,10018,8775
Oertel_Wilhelm_Drei_Tage_in_Mittenwalde.txt,573,0,gartenlaube,Friedrich Wilhelm Philipp,Oertel,Friedrich Wilhelm Philipp Oertel,"Wilhelm Oertel, W. O. von Horn, F. W. Lips",Wilhelm Oertel,Deutschland ,1798,1867,male,"geb. in Horn (Hunsrück), gest. in Wiesbaden; deutscher evangelischer Pfarrer und Volks- und Jugendschriftsteller, historisch-romantische Erzählungen, Romane und Erzählungen",10427882X,Drei Tage in Mittenwalde,Oertel_Wilhelm_Drei_Tage_in_Mittenwalde.txt,1855,Reiseerinnerung,ja,in den Junitagen des Jahres 1852,ja,"München, Mittenwalde",Deutschland ,10447,9111
Oertel_Wilhelm_Eine_Nacht_in_der_Holzhauerhuette.txt,574,0,gartenlaube,Friedrich Wilhelm Philipp,Oertel,Friedrich Wilhelm Philipp Oertel,"Wilhelm Oertel, W. O. von Horn, F. W. Lips",Wilhelm Oertel,Deutschland ,1798,1867,male,"geb. in Horn (Hunsrück), gest. in Wiesbaden; deutscher evangelischer Pfarrer und Volks- und Jugendschriftsteller, historisch-romantische Erzählungen, Romane und Erzählungen",10427882X,Eine Nacht in der Holzhauerhütte,Oertel_Wilhelm_Eine_Nacht_in_der_Holzhauerhuette.txt,1855,NA,ja,Das Jahr 1811,ja,in den Hochwäldern des Rheinlandes,Deutschland ,18223,15779
Ortmann_Reinhold_Sakuntala.txt,575,0,gartenlaube,Reinhold,Ortmann,Reinhold Ortmann,"Lothar Brenckendorff, Lothar Brenkendorff, Gerhard von Falkenried",Reinhold Ortmann,Deutschland ,1859,1929,male,"geb. in Berlin, gest. in München; deutscher Schriftsteller und Dramaturg, Dramaturg am Hamburger Thalia-Theater",10080389X,Sakuntala,Ortmann_Reinhold_Sakuntala.txt,1889,Novelle,ja,elektrischen Glocke,ja,Hauptstadt des Deutschen Reichs ,Deutschland ,32908,29044
Otto-Peters_Luise_Bauernsohn.txt,576,0,gutenberg,Louise,Otto-Peters,Louise Otto-Peters,"Otto Stern, Malvine von Steinau",Louise Otto-Peters,Deutschland ,1819,1895,female,"geb. in Meißen, gest. in Leipzig, sozialkritische Schriftstellerin, Demokratin und eine Mitbegründerin der bürgerlichen deutschen Frauenbewegung, Frauenrechtlerin, Gründerin des ""Allgemeinen deutschen Frauenvereins"", 1858 Heirat mit August Peters (Elfried v. Taura)",118590901,Ein Bauernsohn,Otto-Peters_Luise_Bauernsohn.txt,1849,Erzählung ,ja,Eisenbahn,ja,da wir Deutsche sind,Deutschland ,83143,73764
Panizza_Oskar_Daemmrungsstuecke_Das_Wachsfigurenkabinet.txt,577,1529,textgrid,Oskar,Panizza,Oskar Panizza,Leopold Hermann Oskar Panizza ,Oskar Panizza,Deutschland ,1853,1921,male,"geb. in Kissingen, gest. in Bayreuth; deutscher Psychiater, Schriftsteller, Satiriker, Reformorthograph, Psychiatriekritiker, Religionskritiker und Publizist; In seinen Schriften attackierte er den wilhelminischen Obrigkeitsstaat, die katholische Kirche, sexuelle Tabus und bürgerliche Moralvorstellungen; zwischen Naturalismus und Expressionismus",118739131,Das Wachsfigurenkabinet,Panizza_Oskar_Daemmrungsstuecke_Das_Wachsfigurenkabinet.txt,1890,Erzählung ,ja,"über achtzig Gulden, elektrisch",ja,"Es war im alten Nürnberg, norddeutsch klingendes",Deutschland ,9408,8164
Panizza_Oskar_Daemmrungsstuecke_Die_Menschenfabrik.txt,578,1531,textgrid,Oskar,Panizza,Oskar Panizza,Leopold Hermann Oskar Panizza ,Oskar Panizza,Deutschland ,1853,1921,male,"geb. in Kissingen, gest. in Bayreuth; deutscher Psychiater, Schriftsteller, Satiriker, Reformorthograph, Psychiatriekritiker, Religionskritiker und Publizist; In seinen Schriften attackierte er den wilhelminischen Obrigkeitsstaat, die katholische Kirche, sexuelle Tabus und bürgerliche Moralvorstellungen; zwischen Naturalismus und Expressionismus",118739131,Die Menschenfabrik,Panizza_Oskar_Daemmrungsstuecke_Die_Menschenfabrik.txt,1890,Erzählung ,ja,Eisenbahn,ja,"Bevölkerungs-Dichtigkeit Deutschlands, im östlichen Teil Deutschlands ",Deutschland ,8076,6869
Panizza_Oskar_Der_Goldregen.txt,579,1536,textgrid,Oskar,Panizza,Oskar Panizza,Leopold Hermann Oskar Panizza ,Oskar Panizza,Deutschland ,1853,1921,male,"geb. in Kissingen, gest. in Bayreuth; deutscher Psychiater, Schriftsteller, Satiriker, Reformorthograph, Psychiatriekritiker, Religionskritiker und Publizist; In seinen Schriften attackierte er den wilhelminischen Obrigkeitsstaat, die katholische Kirche, sexuelle Tabus und bürgerliche Moralvorstellungen; zwischen Naturalismus und Expressionismus",118739131,Der Goldregen,Panizza_Oskar_Der_Goldregen.txt,1893,Erzählung ,ja,Telegramm,ja,"nehmen weder 10- noch 20Markstücke mehr an; sie verkauften nur gegen Silber, In Frankfort",Deutschland,5466,4622
Panizza_Oskar_Ein_Criminelles_Geschlecht.txt,580,1540,textgrid,Oskar,Panizza,Oskar Panizza,Leopold Hermann Oskar Panizza ,Oskar Panizza,Deutschland ,1853,1921,male,"geb. in Kissingen, gest. in Bayreuth; deutscher Psychiater, Schriftsteller, Satiriker, Reformorthograph, Psychiatriekritiker, Religionskritiker und Publizist; In seinen Schriften attackierte er den wilhelminischen Obrigkeitsstaat, die katholische Kirche, sexuelle Tabus und bürgerliche Moralvorstellungen; zwischen Naturalismus und Expressionismus",118739131,Ein Criminelles Geschlecht,Panizza_Oskar_Ein_Criminelles_Geschlecht.txt,1893,Erzählung,ja,damals kurz nach dem deutsch-französischen Kriege nothwendig gewordenen Neu-Ordnung,ja,in dem von Deutschland neugewonnenen Straßburg studirte,Deutschland/Elsass,6301,5433
Pappenheim_Bertha_Erzaehlungen_Der_Erloeser.txt,581,0,gutenberg,Bertha,Pappenheim,Bertha Pappenheim,Paul Berthold,Bertha Pappenheim,Österreich,1859,1936,female,"in Wien geboren und starb in Neu-Isenburg; Frauenrechtlerin, jüdische Sozialpionierin und Gründerin des Jüdischen Frauenbundes; Patientin Anna O. Die von Josef Breuer zusammen mit Sigmund Freud in den Studien über Hysterie veröffentlichte Fallgeschichte",118816292,Der Erlöser,Pappenheim_Bertha_Erzaehlungen_Der_Erloeser.txt,1916,Erzählung,ja,"Champagner, Zigarette",ja,"Lemberg, Wien",Österreich,12144,10752
Pappenheim_Bertha_Erzaehlungen_Der_Wunderrabbi.txt,582,0,gutenberg,Bertha,Pappenheim,Bertha Pappenheim,Paul Berthold,Bertha Pappenheim,Österreich,1859,1936,female,"in Wien geboren und starb in Neu-Isenburg; Frauenrechtlerin, jüdische Sozialpionierin und Gründerin des Jüdischen Frauenbundes; Patientin Anna O. Die von Josef Breuer zusammen mit Sigmund Freud in den Studien über Hysterie veröffentlichte Fallgeschichte",118816292,Der Wunderrabi,Pappenheim_Bertha_Erzaehlungen_Der_Wunderrabbi.txt,1916,Erzählung,ja,Zeitung,ja,Wien,Österreich,6797,6002
Pappenheim_Bertha_Erzaehlungen_Ein_Schwaechling.txt,583,0,gutenberg,Bertha,Pappenheim,Bertha Pappenheim,Paul Berthold,Bertha Pappenheim,Österreich,1859,1936,female,"in Wien geboren und starb in Neu-Isenburg; Frauenrechtlerin, jüdische Sozialpionierin und Gründerin des Jüdischen Frauenbundes; Patientin Anna O. Die von Josef Breuer zusammen mit Sigmund Freud in den Studien über Hysterie veröffentlichte Fallgeschichte",118816292,Ein Schwächling,Pappenheim_Bertha_Erzaehlungen_Ein_Schwaechling.txt,1902,Erzählung,ja,telegraphisch,ja,"Wien, Österreich",Österreich,13445,11712
Peter_Johann_Wie_mir_die_Lust.txt,584,0,gutenberg,Johann,Peter,Johann Peter,"Hans von Buchenwald, Hans von der Moldau",Johann Peter,Österreich,1858,1935,male,"* 23. Februar 1858 in Buchwald; † 14. Februar 1935 in Winterberg; österreichischer Schriftsteller; dichterisches Werk, das immer wieder um seine geliebte Waldheimat, den Böhmerwald, um Dorfleben, Sitte und Brauchtum kreist.",129096164,Wie mir die Lust zum Tanzen verging,Peter_Johann_Wie_mir_die_Lust.txt,1903,Erzählung,ja,Walzer,ja,"Böhme, München",Österreich/Deutschland,3004,2652
Peters_August_Blind_und_doch_sehend.txt,585,0,gartenlaube,August,Peters,August Peters,Elfried von Taura,August Peters,Deutschland ,1817,1864,male,"geb. in Taura, gest. in Leipzig; deutscher Erzähler; trat als Redner und Führer für freiheitliche Bestrebungen auf",116108118,Blind und doch sehend,Peters_August_Blind_und_doch_sehend.txt,1856,NA,ja,Cigarre,ja,aus der luftigen Kaiserstadt an der Donau --> Wien,Österreich,14672,13002
Pflug_Ferdinand_Auf_dem_Capellenberg_von_Trautenau.txt,586,0,gartenlaube,Ferdinand,Pflug,Ferdinand Pflug,-,Ferdinand Pflug,Deutschland ,1823,1888,male,"geb. und gest. in Berlin; Abgeordneter, Schriftsteller",116173181,Auf dem Capellenberg von Trautenau,Pflug_Ferdinand_Auf_dem_Capellenberg_von_Trautenau.txt,1866,NA,ja,Die Preußen hatten auf der einzelnen Höhe gegenüber dem Capellenberge eine Batterie aufgefahren ,ja,von Hohenbruck nach Pilnikau zog sich eine österreichische Heersäule die Höhe,Österreich,3868,3470
Pichler_Adolf_Der_Fluechtling.txt,587,0,gutenberg,Adolf,Pichler,Adolf Pichler,-,Adolf Pichler,Österreich,1819,1900,male,Geboren in Erl; gestorben in Innsbruck; sterreichischer Schriftsteller und Naturwissenschaftler. Quelle: DNB,118742353,Der Flüchtling,Pichler_Adolf_Der_Fluechtling.txt,1900,Novelle,ja,"Kaiser, Napoleon",ja,"Alpen, München,",Österreich/Deutschland,20296,17529
Pichler_Adolph_Aus_den_Tyroler_Bergen.txt,588,0,gartenlaube,Adolf,Pichler,Adolf Pichler,-,Adolf Pichler,Österreich,1819,1900,male,Geboren in Erl; gestorben in Innsbruck; sterreichischer Schriftsteller und Naturwissenschaftler.Quelle: DNB,118742353,Aus den Tyroler Bergen,Pichler_Adolph_Aus_den_Tyroler_Bergen.txt,1863,Wanderskizze,ja,Walzer,ja,"österreichisch, Tegernsee, Baiern, Alpen",Österreich/Deutschland,6015,5215
Pichler_Adolph_Hofdame_und_Senner.txt,589,0,gartenlaube,Adolf,Pichler,Adolf Pichler,-,Adolf Pichler,Österreich,1819,1900,male,Geboren in Erl; gestorben in Innsbruck; sterreichischer Schriftsteller und Naturwissenschaftler. Quelle: DNB,118742353,Hofdame und Senner,Pichler_Adolph_Hofdame_und_Senner.txt,1864,Erzählung,ja,Eisenbahn,ja,Hannover,Deutschland,8746,7604
Polko_Elise_Eine_Leonore.txt,590,0,gartenlaube,Elise,Polko,Elise Polko,"Elise Vogel, Emilie Charlotte Elise Polko",Elise Polko,Deutschland ,1823,1899,female,"geb. bei Dresden, gest. in München; deutsche Dichterin und Sängerin, geb. Vogel",116263008,Eine Leonore,Polko_Elise_Eine_Leonore.txt,1855,Erzählung,ja,des Jahres 1822 ,ja,Kaiserstadt Wien,Österreich ,3376,2981
Polko_Elise_Papillon.txt,591,0,gutenberg,Elise,Polko,Elise Polko,"Elise Vogel, Emilie Charlotte Elise Polko",Elise Polko,Deutschland ,1823,1899,female,"geb. bei Dresden, gest. in München; deutsche Dichterin und Sängerin, geb. Vogel",116263008,Papillon,Polko_Elise_Papillon.txt,1886,Novelle,ja,Bahnhof,ja,deutsch ,Deutschland,24785,21688
Ponten_Josef_Siebenquellen.txt,592,1555,gutenberg,Servatius Josef,Ponten,Servatius Josef Ponten,-,Josef Ponten,Deutschland ,1883,1940,male,"geb. in Raeren im Kreis Eupen, gest. in München; deutscher Schriftsteller, Kunsthistoriker und Geograph; umfangreiches literarisches Werk, in dem er Heimatkunst, expressionistische Elemente und Landschaftsbeschreibungen verband; kunstgeschichtliche und geographische Arbeiten",118792849,Siebenquellen,Ponten_Josef_Siebenquellen.txt,1909,Landschafts-Roman,ja,Bahnhofe,ja,im deutschen Westen,Deutschland,67081,58025
Proelss_Johannes_Durchs_Fegefeuer_zum_Paradies.txt,593,1569,textgrid,Johannes,Proelß,Johannes Proelß,-,Johannes Proelß,Deutschland,1853,1911,male,"geb. in Dresden, gest. in Kennenburg bei Eßlingen am Neckar; deutscher Schriftsteller, Übersetzer, Journalist und Literaturhistoriker",116292407,Durchs Fegefeuer zum Paradies,Proelss_Johannes_Durchs_Fegefeuer_zum_Paradies.txt,1883,NA,ja,"halb gerauchte Zigarre, 8.Dezember des Jahres 1881",ja,"Ein grauenvoller Tag des Schreckens für Wien, für die Welt erreichte mit diesem 8.Dezember des Jahres 1881 sein Ende",Österreich,3620,3172
Proelss_Johannes_In_der_Schutzhuette.txt,594,0,gartenlaube,Johannes,Proelß,Johannes Proelß,-,Johannes Proelß,Deutschland,1853,1911,male,"geb. in Dresden, gest. in Kennenburg bei Eßlingen am Neckar; deutscher Schriftsteller, Übersetzer, Journalist und Literaturhistoriker",116292407,In der Schutzhütte,Proelss_Johannes_In_der_Schutzhuette.txt,1888,Novellenkranz,ja,Cigarre,ja,des Appenzeller Gebirgs,Schweiz,44958,39750
Proelss_Johannes_Lili.txt,595,1571,textgrid,Johannes,Proelß,Johannes Proelß,-,Johannes Proelß,Deutschland,1853,1911,male,"geb. in Dresden, gest. in Kennenburg bei Eßlingen am Neckar; deutscher Schriftsteller, Übersetzer, Journalist und Literaturhistoriker",116292407,Lili,Proelss_Johannes_Lili.txt,1883,NA,ja,Mai des Jahres 1873,ja,über die Höhen von Loschwitz und Pillnitz (an der Elbe bei Dresden),Deutschland,5810,5053
Proelss_Johannes_Zwischen_Himmel_und_Wasser.txt,596,1572,textgrid,Johannes,Proelß,Johannes Proelß,-,Johannes Proelß,Deutschland,1853,1911,male,"geb. in Dresden, gest. in Kennenburg bei Eßlingen am Neckar; deutscher Schriftsteller, Übersetzer, Journalist und Literaturhistoriker",116292407,Zwischen Himmel und Wasser,Proelss_Johannes_Zwischen_Himmel_und_Wasser.txt,1883,NA,ja,Telegraph,ja,Das Bett der Ziller,Österreich,5033,4462
Queri_Georg_Der_bayrische_Watschenbaum_Der_dumme_Teufel.txt,597,1574,gutenberg,Georg,Queri,Georg Queri,-,Georg Queri,Deutschland ,1879,1919,male,"geb. in Frieding bei Andechs, gest. in München; bayerischer Heimatdichter und Schriftsteller; Beiträge im »Simplizissimus«, in den »Lustigen Blättern« und in der »Vossischen Zeitung«",118743139,Der dumme Teufel von Walpertsham,Queri_Georg_Der_bayrische_Watschenbaum_Der_dumme_Teufel.txt,1917,NA,ja,Zigarre,ja,"Walpertsham, preußisch",Deutschland,4238,3690
Queri_Georg_Der_bayrische_Watschenbaum_Der_Zunterer.txt,598,1577,gutenberg,Georg,Queri,Georg Queri,-,Georg Queri,Deutschland ,1879,1919,male,"geb. in Frieding bei Andechs, gest. in München; bayerischer Heimatdichter und Schriftsteller; Beiträge im »Simplizissimus«, in den »Lustigen Blättern« und in der »Vossischen Zeitung«",118743139,Der Zunterer schreibt heim,Queri_Georg_Der_bayrische_Watschenbaum_Der_Zunterer.txt,1917,NA,ja,Bahnhof,ja,"Niederzeismaringer Bahnhof, Württemberg, München",Deutschland,12753,10722
Queri_Georg_Der_bayrische_Watschenbaum_Hiasl_lueag.txt,599,1580,gutenberg,Georg,Queri,Georg Queri,-,Georg Queri,Deutschland ,1879,1919,male,"geb. in Frieding bei Andechs, gest. in München; bayerischer Heimatdichter und Schriftsteller; Beiträge im »Simplizissimus«, in den »Lustigen Blättern« und in der »Vossischen Zeitung«",118743139,"Hiasl, lüag'!",Queri_Georg_Der_bayrische_Watschenbaum_Hiasl_lueag.txt,1917,NA,ja,Preußen,ja,Bauernhof im Niederbayrischen,Deutschland ,7547,6407
Raabe_Wilhelm_Alte_Nester.txt,600,1581,textgrid,Wilhelm,Raabe,Wilhelm Raabe,Jakob Corvinus ,Wilhelm Raabe,Deutschland ,1831,1910,male,"geb. in Eschershausen, gest. in Braunschweig; deutscher Schriftsteller (Erzähler), Vertreter des poetischen Realismus, bekannt für seine gesellschaftskritischen Erzählungen, Novellen und Romane; humoristisch-ironische Erzählhaltung",118597442,Alte Nester,Raabe_Wilhelm_Alte_Nester.txt,1879,Entwicklungsroman,ja,Bahnhofe,ja,"Leihbibliothek, in der großen Stadt Berlin",Deutschland,97479,85783
