Text,unvollständig Goldstandard,unvollständig Goldstandard LL,Alina,Alina LL,Svenja,Svenja LL,dictionary anno
"als er da  schaukelnd vor verhaltener Bewegung, gar nicht weit von seiner Mutter entfernt, ihr gerade gegenüber auf dem Boden lag,",0,0,0,0,0,0,0
"die doch so ganz in sich versunken schien,",0,0,0,0,0,0,0
"rief,",0,0,1,4,1,4,0
"Hilfe,",0,0,0,0,0,0,0
"um Gottes willen,",0,0,0,0,0,0,0
"Hilfe,",0,0,0,0,0,0,0
"hielt den Kopf geneigt,",0,0,0,0,0,0,0
"als wolle sie Gregor besser  sehen,",0,0,0,0,0,0,0
"lief aber, im Widerspruch dazu, sinnlos zurück,",0,0,0,0,0,0,0
"hatte vergessen,",0,0,0,0,0,0,0
"daß hinter ihr der gedeckte Tisch  stand,",0,0,0,0,0,0,0
"setzte sich wie in Zerstreutheit, eilig auf ihn,",0,0,0,0,0,0,0
"als sie bei ihm angekommen war,",0,0,0,0,0,0,0
"und schien gar  nicht zu merken,",0,0,0,0,0,0,0
"daß neben ihr aus der umgeworfenen großen Kanne der Kaffee in vollem Strome auf den Teppich  sich ergoß,",0,0,0,0,0,0,0
"Mutter, Mutter,",0,0,0,0,0,0,0
"sagte Gregor leise,",0,0,1,2,1,2,3
"und sah zu ihr hinauf,",0,0,0,0,0,0,0
"Der Prokurist war ihm für einen Augenblick ganz  aus dem Sinn gekommen,",0,0,0,0,0,0,0
"dagegen konnte er sich nicht versagen, im Anblick des fließenden Kaffees mehrmals  mit den Kiefern ins Leere zu schnappen,",0,0,0,0,0,0,0
"Darüber schrie die Mutter neuerdings auf,",0,0,1,4,1,4,4
"flüchtete vom Tisch,",0,0,0,0,0,0,0
"und  fiel dem ihr entgegeneilenden Vater in die Arme,",0,0,0,0,0,0,0
"Aber Gregor hatte jetzt keine Zeit für seine Eltern,",0,0,0,0,0,0,0
"der  Prokurist war schon auf der Treppe,",0,0,0,0,0,0,0
"das Kinn auf dem Geländer, sah er noch zum letzten Male zurück,",0,0,0,0,0,0,0
"Gregor  nahm einen Anlauf, um ihn möglichst sicher einzuholen,",0,0,0,0,0,0,0
"der Prokurist mußte etwas ahnen,",0,0,0,0,0,0,0
"denn er machte einen  Sprung über mehrere Stufen,",0,0,0,0,0,0,0
"und verschwand,",0,0,0,0,0,0,0
"Huh,",0,0,0,0,0,0,0
"aber schrie er noch,",0,0,1,4,1,4,4
"es klang  durchs ganze Treppenhaus,",0,0,1,4,1,4,4
"Leider schien nun auch diese Flucht des Prokuristen den Vater völlig zu verwirren,",0,0,0,0,0,0,0
"der bisher  verhältnismäßig gefaßt gewesen war,",0,0,0,0,0,0,0
"denn statt selbst dem Prokuristen nachzulaufen  oder wenigstens Gregor in der Verfolgung nicht zu hindern, packte er mit der Rechten den Stock des  Prokuristen,",0,0,0,0,0,0,0
"den dieser mit Hut und Überzieher auf einem Sessel zurückgelassen hatte,",0,0,0,0,0,0,0
"holte mit der Linken  eine große Zeitung vom Tisch,",0,0,0,0,0,0,0
"und machte sich unter Füßestampfen daran,",0,0,1,4,1,4,0
"Gregor durch Schwenken des Stockes  und der Zeitung in sein Zimmer zurückzutreiben,",0,0,0,0,0,0,0
"Kein Bitten Gregors half,",0,0,1,3,1,3,3
"kein Bitten wurde auch  verstanden,",0,0,0,0,0,0,0
"er mochte den Kopf noch so demütig drehen,",0,0,0,0,0,0,0
"der Vater stampfte nur stärker mit den Füßen,",0,0,1,4,1,4,4
"Drüben hatte die Mutter trotz des kühlen Wetters ein Fenster aufgerissen,",0,0,0,0,0,0,0
"und hinausgelehnt drückte sie  ihr Gesicht weit außerhalb des Fensters in ihre Hände,",0,0,0,0,0,0,0
"Zwischen Gasse und Treppenhaus entstand eine starke Zugluft,",0,0,0,0,0,0,0
"die Fenstervorhänge flogen auf,",0,0,0,0,0,0,0
"die Zeitungen auf dem Tische  rauschten,",0,0,1,3,1,2,3
"einzelne Blätter wehten über den Boden hin,",0,0,0,0,1,2,0
"Unerbittlich drängte der Vater,",0,0,0,0,1,4,0
"und stieß Zischlaute  aus, wie ein Wilder,",0,0,1,3,1,3,4
"Nun hatte aber Gregor noch gar keine Übung im Rückwärtsgehen,",0,0,0,0,0,0,0
"es ging wirklich sehr  langsam,",0,0,0,0,0,0,0
"Wenn sich Gregor nur hätte umdrehen dürfen,",0,0,0,0,0,0,0
"er wäre gleich in seinem Zimmer gewesen,",0,0,0,0,0,0,0
"aber er  fürchtete sich, den Vater durch die zeitraubende Umdrehung ungeduldig zu machen,",0,0,0,0,0,0,0
"und jeden Augenblick  drohte ihm doch von dem Stock in des Vaters Hand der tödliche Schlag auf den Rücken oder auf den Kopf,",0,0,0,0,0,0,0
"Endlich aber blieb Gregor doch nichts anderes übrig,",0,0,0,0,0,0,0
"denn er merkte mit Entsetzen,",0,0,0,0,0,0,0
"daß er im  Rückwärtsgehen nicht einmal die Richtung einzuhalten verstand,",0,0,0,0,0,0,0
"und so begann er, unter unaufhörlichen  ängstlichen Seitenblicken nach dem Vater, sich nach Möglichkeit rasch, in Wirklichkeit aber doch nur sehr  langsam umzudrehen,",0,0,0,0,0,0,0
"Vielleicht merkte der Vater seinen guten Willen,",0,0,0,0,0,0,0
"denn er störte ihn hierbei nicht,",0,0,0,0,0,0,0
"sondern dirigierte sogar hie und da die Drehbewegung von der Ferne mit der Spitze seines Stockes,",0,0,0,0,0,0,0
"Wenn nur  nicht dieses unerträgliche Zischen des Vaters gewesen wäre,",0,0,1,4,1,3,2
"Gregor verlor darüber ganz den Kopf,",0,0,0,0,0,0,0
"Er war  schon fast ganz umgedreht,",0,0,0,0,0,0,0
"als er sich, immer auf dieses Zischen horchend, sogar irrte,",0,0,1,4,1,3,2
"und sich wieder ein  Stück zurückdrehte,",0,0,0,0,0,0,0
"Als er aber endlich glücklich mit dem Kopf vor der Türöffnung war,",0,0,0,0,0,0,0
"zeigte es sich,",0,0,0,0,0,0,0
"daß sein Körper zu breit war, um ohne weiteres durchzukommen,",0,0,0,0,0,0,0
"Dem Vater fiel es natürlich in seiner  gegenwärtigen Verfassung auch nicht entfernt ein, etwa den anderen Türflügel zu öffnen, um für Gregor  einen genügenden Durchgang zu schaffen,",0,0,0,0,0,0,0
"Seine fixe Idee war bloß,",0,0,0,0,0,0,0
"daß Gregor so rasch als möglich in sein  Zimmer müsse,",0,0,0,0,0,0,0
"Niemals hätte er auch die umständlichen Vorbereitungen gestattet,",0,0,0,0,0,0,0
"die Gregor brauchte, um sich aufzurichten und vielleicht auf diese  Weise durch die Tür zu kommen,",0,0,0,0,0,0,0
"Vielmehr trieb er Gregor, als gäbe es  kein Hindernis, jetzt unter besonderem Lärm vorwärts,",0,0,1,4,1,4,3
"es klang schon hinter Gregor gar nicht mehr  wie die Stimme bloß eines einzigen Vaters,",0,0,1,4,1,4,4
"nun gab es wirklich keinen Spaß mehr,",0,0,0,0,0,0,0
"und Gregor drängte sich in die Tür,",0,0,0,0,0,0,0
"geschehe was wolle,",0,0,0,0,0,0,0
"Die eine Seite seines Körpers hob sich,",0,0,0,0,0,0,0
"er lag schief in der Türöffnung,",0,0,0,0,0,0,0
"seine eine Flanke war ganz wundgerieben,",0,0,0,0,0,0,0
"an der weißen Tür blieben häßliche Flecken,",0,0,0,0,0,0,0
"bald steckte er fest,",0,0,0,0,0,0,0
"und hätte sich allein nicht mehr rühren können,",0,0,0,0,0,0,0
"die  Beinchen auf der einen Seite hingen zitternd oben in der Luft,",0,0,0,0,0,0,0
"die auf der anderen waren schmerzhaft zu  Boden gedrückt,",0,0,0,0,0,0,0
"da gab ihm der Vater von hinten einen jetzt wahrhaftig erlösenden starken Stoß,",0,0,0,0,0,0,0
"und er  flog, heftig blutend, weit in sein Zimmer hinein,",0,0,0,0,0,0,0
"Die Tür wurde noch mit dem Stock zugeschlagen,",0,0,1,4,1,4,4
"dann war  es endlich still,",0,0,1,S,1,6,6
